id,year,wage2,experience,weeks,occupation,industry,south,smsa,married,gender,union,education,ethnicity
298,1982,1396.230769,17,50,white,yes,yes,yes,no,male,no,12,afam
299,1982,2373.592308,41,50,white,no,no,yes,no,female,no,16,other
300,1982,2046.874308,39,47,blue,no,no,no,yes,male,no,12,other
301,1982,3490.576923,15,48,white,yes,no,yes,yes,male,no,14,other
302,1982,2652.838462,17,36,white,no,no,yes,yes,male,yes,17,other
303,1982,2275.856154,8,48,blue,yes,yes,yes,yes,male,no,13,other
304,1982,1695.024154,17,51,blue,no,yes,yes,yes,male,no,9,other
305,1982,4021.144615,24,48,white,no,no,yes,yes,male,no,16,other
306,1982,2094.346154,24,49,blue,no,no,no,yes,male,no,12,other
307,1982,3283.934769,9,51,blue,yes,no,no,yes,male,yes,8,other
308,1982,3300.689538,33,42,blue,yes,no,yes,yes,male,yes,11,other
309,1982,1477.212154,24,51,blue,yes,no,no,yes,male,no,9,other
310,1982,2705.895231,19,48,blue,yes,no,no,yes,male,yes,12,other
311,1982,3175.028769,11,49,blue,no,yes,no,yes,male,yes,12,other
312,1982,3256.010154,20,49,white,yes,no,yes,yes,male,yes,14,other
313,1982,3490.576923,14,46,white,no,no,no,yes,male,no,16,other
314,1982,2987.933846,16,50,blue,no,no,no,yes,male,yes,12,other
315,1982,2583.026923,16,48,white,no,no,no,yes,male,no,17,other
316,1982,7561.985846,36,50,white,yes,no,no,yes,male,no,17,other
317,1982,1396.230769,18,26,blue,no,no,no,yes,male,no,12,other
318,1982,2792.461538,16,49,white,yes,no,yes,yes,male,no,15,other
319,1982,3172.236308,30,40,blue,yes,yes,yes,yes,male,yes,12,other
320,1982,2457.366154,26,46,blue,yes,yes,yes,yes,male,no,6,afam
321,1982,2228.384308,12,49,blue,yes,yes,yes,yes,male,yes,12,other
322,1982,3490.576923,19,47,white,yes,no,no,yes,male,no,12,other
323,1982,3490.576923,18,47,white,no,yes,yes,no,female,no,16,other
324,1982,3071.707692,9,48,blue,no,no,no,yes,male,yes,14,other
325,1982,2233.969231,41,50,white,no,yes,yes,yes,male,no,15,other
326,1982,3677.671846,28,47,white,no,yes,no,yes,male,no,12,other
327,1982,1396.230769,16,36,blue,no,yes,yes,no,female,no,12,afam
328,1982,3197.368462,37,49,blue,yes,no,yes,yes,male,no,10,other
329,1982,2792.461538,44,48,white,yes,no,yes,yes,male,no,15,other
330,1982,3434.727692,41,36,white,no,no,yes,yes,male,no,17,other
331,1982,3350.953846,44,47,blue,yes,no,yes,yes,male,no,11,other
332,1982,1248.230308,42,48,blue,no,yes,yes,no,female,no,12,afam
333,1982,2792.461538,12,48,blue,no,no,yes,yes,male,yes,12,other
334,1982,1675.476923,41,49,blue,yes,yes,no,yes,male,no,5,other
335,1982,3350.953846,30,48,white,no,yes,yes,yes,female,no,16,other
336,1982,2812.008769,34,47,blue,no,yes,no,yes,male,no,14,other
337,1982,4537.75,10,50,white,no,yes,yes,yes,male,no,12,other
338,1982,2513.215385,15,47,blue,no,no,yes,no,female,yes,12,other
339,1982,1466.042308,15,48,white,no,no,no,no,female,no,12,other
340,1982,3191.783538,34,47,white,no,no,yes,yes,male,yes,12,other
341,1982,6003.792308,13,49,white,yes,no,yes,yes,male,no,17,other
342,1982,4012.767231,37,47,white,yes,no,yes,yes,male,no,9,other
343,1982,3722.351231,33,43,white,yes,no,yes,yes,male,no,12,other
344,1982,6051.264154,25,48,white,yes,no,yes,yes,male,no,17,other
345,1982,1815.1,23,49,white,yes,no,yes,yes,male,yes,11,afam
346,1982,4188.692308,28,40,white,no,no,yes,yes,male,yes,17,other
347,1982,3490.576923,24,36,white,no,no,no,yes,male,no,17,other
348,1982,8494.668,33,25,white,yes,yes,yes,no,male,no,16,other
349,1982,3727.936154,9,49,white,no,yes,yes,yes,male,no,12,other
350,1982,3323.029231,43,43,blue,no,yes,yes,yes,male,yes,11,other
351,1982,2898.575077,29,50,blue,yes,no,no,yes,male,yes,8,other
352,1982,3194.576,11,48,white,no,yes,yes,yes,male,no,14,other
353,1982,8184.704769,36,47,white,yes,no,yes,yes,male,no,17,other
354,1982,3350.953846,27,49,blue,yes,no,yes,yes,male,yes,12,afam
355,1982,1535.853846,13,51,blue,no,no,no,yes,male,no,12,other
356,1982,3258.802615,10,50,blue,yes,no,yes,yes,male,no,12,other
357,1982,3085.67,22,48,blue,yes,no,yes,yes,male,yes,12,other
358,1982,3035.405692,22,36,white,no,no,no,yes,male,yes,16,other
359,1982,1736.911077,42,48,blue,yes,no,no,yes,male,yes,10,other
360,1982,3490.576923,34,48,white,yes,no,yes,yes,male,no,12,other
361,1982,3803.332615,11,51,white,no,yes,yes,no,female,no,17,other
362,1982,3420.765385,26,51,blue,no,yes,no,yes,male,no,10,other
363,1982,2513.215385,21,47,blue,no,no,no,yes,male,yes,12,other
364,1982,2482.498308,26,47,blue,yes,no,yes,no,female,no,13,other
365,1982,4264.088769,38,49,white,no,no,yes,yes,male,no,17,other
366,1982,2228.384308,18,50,white,no,yes,yes,yes,male,no,12,other
367,1982,3350.953846,31,49,blue,yes,no,yes,yes,male,no,9,other
368,1982,5305.676923,15,48,white,no,yes,yes,yes,male,no,16,other
369,1982,3490.576923,8,48,blue,no,no,yes,yes,male,yes,14,other
370,1982,3350.953846,15,47,white,no,no,yes,yes,male,yes,12,other
371,1982,3415.180462,37,47,blue,no,no,yes,yes,male,yes,10,other
372,1982,2856.688154,15,48,white,no,no,yes,no,female,no,16,other
373,1982,1815.1,22,47,white,no,yes,yes,no,female,no,11,afam
374,1982,1471.627231,19,49,blue,no,no,no,yes,male,no,9,other
375,1982,1253.815231,26,36,white,no,yes,yes,no,female,no,11,afam
376,1982,2652.838462,33,47,white,no,no,no,yes,male,no,12,other
377,1982,4607.561538,27,50,white,no,yes,yes,yes,male,no,12,other
378,1982,4021.144615,9,48,white,yes,no,no,yes,male,no,15,other
379,1982,2918.122308,28,49,blue,yes,yes,yes,yes,male,no,7,other
380,1982,2233.969231,36,48,blue,no,yes,yes,yes,male,yes,10,other
381,1982,2792.461538,32,47,blue,yes,no,yes,yes,male,yes,11,other
382,1982,1940.760769,26,51,blue,no,no,yes,yes,male,yes,12,afam
383,1982,2946.046923,35,43,blue,no,no,yes,yes,male,yes,12,afam
384,1982,1851.402,33,49,blue,no,no,yes,yes,male,yes,12,other
385,1982,3613.445231,16,50,blue,no,no,yes,yes,male,yes,12,other
386,1982,7260.4,23,49,white,no,yes,no,yes,male,no,14,other
387,1982,3686.049231,12,51,blue,yes,yes,yes,yes,male,no,17,other
388,1982,4188.692308,40,43,white,no,yes,yes,yes,male,no,14,other
389,1982,5540.243692,27,50,blue,no,no,yes,no,male,yes,14,other
390,1982,4230.579231,36,46,blue,no,yes,yes,yes,male,no,11,other
391,1982,2172.535077,41,47,white,yes,yes,no,yes,male,no,9,other
392,1982,2610.951538,23,25,white,no,yes,yes,yes,male,no,16,other
393,1982,3113.594615,21,46,blue,yes,no,no,yes,male,yes,12,other
394,1982,2443.403846,9,50,blue,no,yes,no,yes,male,no,12,afam
395,1982,2180.912462,38,50,blue,yes,no,no,yes,male,yes,7,other
396,1982,2094.346154,16,52,blue,no,no,no,yes,male,no,12,other
397,1982,3015.858462,9,49,white,no,yes,yes,yes,male,no,17,other
398,1982,3909.446154,19,47,white,yes,no,yes,yes,male,no,16,other
399,1982,2932.084615,37,47,blue,yes,no,yes,yes,male,yes,6,afam
400,1982,3166.651385,19,51,blue,yes,no,yes,yes,male,yes,10,other
401,1982,5026.430769,13,44,white,no,no,yes,yes,male,no,12,other
402,1982,4886.807692,22,51,white,no,no,yes,yes,male,no,16,other
403,1982,4928.694615,27,50,blue,no,no,yes,yes,male,yes,12,other
404,1982,3225.293077,21,49,blue,yes,no,yes,yes,male,yes,12,other
405,1982,5864.169231,11,47,white,no,yes,yes,yes,male,no,16,other
406,1982,2987.933846,9,48,blue,yes,no,yes,yes,male,yes,13,other
407,1982,4886.807692,31,47,white,no,no,yes,yes,male,no,17,other
408,1982,2108.308462,10,40,white,no,yes,no,no,female,no,16,other
409,1982,2960.009231,46,51,blue,no,no,yes,yes,male,no,10,other
410,1982,1675.476923,26,48,blue,no,no,no,no,female,no,12,other
411,1982,2842.725846,11,47,blue,yes,no,no,yes,male,no,16,other
412,1982,4188.692308,7,47,white,no,no,yes,no,male,no,16,other
413,1982,4049.069231,15,49,white,yes,no,yes,yes,male,no,16,other
414,1982,3071.707692,43,47,white,no,no,yes,yes,male,yes,12,afam
415,1982,1756.458308,27,45,blue,yes,no,yes,yes,male,yes,9,other
416,1982,3119.179538,37,46,white,yes,no,yes,yes,male,yes,11,other
417,1982,1625.212615,11,43,blue,yes,yes,no,yes,male,no,12,other
418,1982,2792.461538,34,46,blue,yes,no,yes,yes,male,yes,12,other
419,1982,4467.938462,13,50,white,no,no,no,yes,male,no,17,other
420,1982,2731.027385,14,49,white,no,no,yes,no,female,no,14,other
421,1982,2094.346154,20,38,white,no,yes,yes,no,female,no,16,other
422,1982,2437.818923,16,44,blue,yes,no,no,yes,male,yes,12,other
423,1982,3152.689077,21,50,blue,no,no,yes,yes,male,no,10,other
424,1982,3700.011538,9,38,white,no,no,yes,yes,male,yes,17,other
425,1982,3281.142308,9,48,blue,no,no,no,yes,male,yes,13,other
426,1982,2680.763077,10,47,blue,yes,yes,yes,no,male,yes,12,other
427,1982,5724.546154,33,48,white,no,no,yes,yes,male,no,17,other
428,1982,1954.723077,36,36,white,no,yes,no,yes,male,no,17,other
429,1982,2583.026923,18,47,blue,no,no,yes,yes,male,yes,12,other
430,1982,1468.834769,16,48,blue,yes,yes,no,yes,male,no,4,other
431,1982,1979.855231,14,48,blue,yes,yes,no,yes,male,yes,12,other
432,1982,4216.616923,33,50,blue,no,yes,yes,yes,male,yes,12,other
433,1982,2513.215385,30,49,white,no,no,yes,yes,male,no,14,other
434,1982,3283.934769,12,46,blue,yes,no,no,yes,male,yes,12,other
435,1982,3350.953846,19,45,blue,no,no,no,yes,male,yes,9,other
436,1982,1343.174,14,52,white,no,no,no,yes,male,no,12,other
437,1982,1949.138154,20,27,blue,yes,no,yes,yes,male,yes,12,other
438,1982,2387.554615,31,41,blue,yes,no,yes,yes,male,yes,10,other
439,1982,4049.069231,18,49,blue,yes,no,yes,yes,male,yes,12,other
440,1982,1815.1,15,50,white,no,no,yes,yes,male,no,14,other
441,1982,2197.667231,34,51,blue,no,no,no,yes,male,no,12,other
442,1982,2150.195385,46,48,blue,no,no,yes,yes,male,no,12,other
443,1982,1533.061385,25,49,blue,yes,yes,yes,no,female,no,12,other
444,1982,3350.953846,10,43,blue,no,no,yes,no,male,yes,9,other
445,1982,4188.692308,22,37,white,no,no,yes,yes,male,yes,17,other
446,1982,1815.1,9,42,white,no,yes,yes,no,female,no,16,other
447,1982,1326.419231,28,52,blue,yes,yes,no,no,male,no,8,other
448,1982,3211.330769,40,43,blue,no,yes,no,yes,male,yes,10,afam
449,1982,3350.953846,14,43,blue,no,no,no,yes,male,no,12,other
450,1982,3328.614154,13,49,blue,yes,no,yes,yes,male,yes,11,other
451,1982,3085.67,17,37,blue,yes,no,yes,yes,male,yes,11,other
452,1982,1798.345231,15,45,blue,yes,no,yes,no,female,no,12,other
453,1982,4132.843077,40,46,blue,no,no,yes,no,male,yes,12,other
454,1982,3769.823077,14,49,white,no,no,yes,yes,male,no,12,other
455,1982,1968.685385,30,51,blue,yes,no,yes,yes,male,no,8,other
456,1982,2932.084615,29,49,white,no,yes,no,yes,male,no,11,other
457,1982,1675.476923,40,50,blue,no,no,yes,yes,male,yes,10,other
458,1982,2647.253538,18,51,white,no,yes,yes,yes,male,no,17,other
459,1982,3741.898462,27,46,blue,no,no,yes,yes,male,no,14,other
460,1982,4607.561538,13,43,blue,no,no,no,yes,male,yes,12,other
461,1982,2652.838462,35,49,white,yes,no,no,yes,male,no,12,other
462,1982,1717.363846,42,37,blue,yes,no,yes,yes,male,no,6,other
463,1982,4049.069231,19,45,white,no,no,yes,no,female,no,17,other
464,1982,1963.100462,46,49,blue,yes,no,yes,no,female,no,12,other
465,1982,2233.969231,9,38,white,no,no,no,yes,male,yes,16,other
466,1982,2387.554615,34,30,blue,yes,no,yes,yes,male,yes,12,other
467,1982,2532.762615,30,49,blue,yes,no,yes,yes,male,yes,12,other
468,1982,4467.938462,46,50,white,yes,no,yes,yes,male,no,17,other
469,1982,876.8329231,50,37,blue,no,yes,yes,no,female,no,9,afam
470,1982,3554.803538,16,51,white,yes,no,no,yes,male,no,12,other
471,1982,3769.823077,35,44,white,no,no,yes,yes,male,no,16,other
472,1982,1658.722154,10,48,white,no,yes,no,no,female,no,12,other
473,1982,2881.820308,11,46,blue,no,no,no,yes,male,yes,14,other
474,1982,3655.332154,18,52,white,no,yes,yes,yes,male,no,17,other
475,1982,4537.75,23,48,blue,no,no,no,yes,male,yes,12,other
476,1982,2024.534615,32,52,blue,yes,no,yes,yes,male,no,10,other
477,1982,3071.707692,16,49,blue,yes,no,yes,yes,male,yes,12,other
478,1982,2652.838462,9,50,white,no,no,yes,yes,male,no,16,other
479,1982,5685.451692,27,47,blue,no,yes,yes,yes,male,no,12,other
480,1982,2932.084615,23,42,blue,yes,yes,no,yes,male,yes,12,other
481,1982,1535.853846,24,49,white,yes,yes,no,yes,male,no,7,other
482,1982,2918.122308,16,49,blue,no,yes,yes,yes,male,no,11,other
483,1982,2979.556462,13,47,white,no,yes,yes,no,male,yes,14,afam
484,1982,3727.936154,13,39,blue,no,no,yes,yes,male,yes,10,other
485,1982,2842.725846,24,48,white,yes,no,yes,yes,male,yes,12,other
486,1982,3909.446154,38,49,blue,no,no,yes,yes,male,yes,9,other
487,1982,4699.712769,16,43,white,no,no,yes,yes,male,yes,15,other
488,1982,3507.331692,32,23,blue,no,no,no,yes,male,yes,12,other
489,1982,2862.273077,37,51,white,no,yes,yes,yes,male,no,12,other
490,1982,3727.936154,30,49,white,yes,no,yes,yes,male,no,16,other
491,1982,3141.519231,13,46,blue,no,no,yes,no,male,no,12,other
492,1982,968.9841538,28,47,white,no,no,yes,no,female,yes,12,other
493,1982,2979.556462,18,49,blue,yes,yes,yes,yes,male,no,14,other
494,1982,1628.005077,45,48,blue,yes,no,yes,no,female,yes,14,afam
495,1982,2932.084615,14,49,blue,no,no,yes,yes,male,yes,14,other
496,1982,5364.318615,39,46,blue,yes,no,yes,yes,male,yes,8,other
497,1982,4886.807692,21,47,white,no,no,yes,yes,male,no,14,other
498,1982,2686.348,26,36,white,no,no,yes,no,female,no,12,other
499,1982,2610.951538,40,47,blue,yes,no,yes,yes,male,yes,11,other
500,1982,1278.947385,9,48,white,no,yes,yes,yes,male,no,17,other
501,1982,3169.443846,34,45,white,yes,yes,yes,yes,male,yes,12,other
502,1982,3700.011538,20,41,white,no,no,no,no,female,yes,17,other
503,1982,4568.467077,13,49,blue,no,no,yes,yes,male,yes,12,other
504,1982,4180.314923,14,48,blue,yes,no,yes,yes,male,yes,12,other
505,1982,6749.379538,29,47,white,no,no,no,yes,male,no,16,other
506,1982,2513.215385,11,46,blue,no,no,yes,yes,male,no,12,other
507,1982,2303.780769,28,51,blue,no,no,no,yes,male,no,12,other
508,1982,2289.818462,40,50,white,no,no,no,yes,male,no,12,other
509,1982,2943.254462,24,48,white,yes,no,yes,yes,male,no,12,other
510,1982,4342.277692,12,50,white,no,no,yes,yes,male,no,16,other
511,1982,2610.951538,18,47,blue,no,no,no,no,male,no,13,other
512,1982,3071.707692,10,48,blue,yes,yes,no,yes,male,yes,10,other
513,1982,1116.984615,41,50,blue,no,no,no,yes,male,no,5,other
514,1982,4331.107846,24,36,white,no,no,yes,yes,male,yes,14,other
515,1982,1298.494615,10,49,blue,no,yes,yes,no,female,no,12,afam
516,1982,3004.688615,31,49,blue,yes,no,yes,yes,male,yes,14,other
517,1982,1591.703077,13,48,blue,no,yes,no,yes,male,no,13,other
518,1982,1815.1,20,51,blue,no,yes,no,yes,male,no,11,other
519,1982,1739.703538,9,49,blue,no,no,yes,no,male,yes,12,afam
520,1982,2753.367077,32,52,blue,yes,no,yes,yes,male,yes,12,other
521,1982,3700.011538,23,50,white,no,no,no,no,male,no,16,other
522,1982,2655.630923,8,44,blue,yes,no,no,yes,male,yes,9,other
523,1982,2393.139538,9,47,blue,yes,yes,no,yes,male,yes,10,other
524,1982,1965.892923,11,50,white,no,yes,no,yes,male,no,16,other
525,1982,2569.064615,17,44,white,no,yes,yes,no,male,yes,12,afam
526,1982,2007.779846,7,49,white,yes,no,yes,no,male,no,14,other
527,1982,3909.446154,11,50,white,no,no,yes,yes,male,no,16,afam
528,1982,2652.838462,10,37,white,no,yes,no,yes,male,no,17,other
529,1982,4467.938462,39,50,white,no,no,yes,yes,male,no,12,other
530,1982,4836.543385,14,46,white,yes,no,yes,yes,male,no,17,other
531,1982,5584.923077,8,46,white,no,no,yes,yes,male,no,16,other
532,1982,1759.250769,11,49,blue,no,yes,no,yes,male,no,12,other
533,1982,2088.761231,38,49,white,no,no,no,yes,male,no,13,other
534,1982,1259.400154,11,51,blue,yes,yes,no,yes,male,no,12,other
535,1982,1298.494615,15,50,blue,no,yes,no,yes,male,no,12,other
536,1982,3574.350769,13,49,white,no,no,yes,yes,male,no,17,other
537,1982,3046.575538,13,49,white,no,yes,yes,yes,male,no,16,other
538,1982,3588.313077,16,51,white,yes,no,yes,yes,male,no,16,other
539,1982,5584.923077,9,48,white,no,no,yes,yes,male,no,17,other
540,1982,6855.493077,31,45,white,yes,no,yes,yes,male,no,16,other
541,1982,3350.953846,14,49,white,no,no,yes,yes,male,yes,14,other
542,1982,3253.217692,23,46,white,no,yes,yes,yes,male,no,13,other
543,1982,3630.2,11,51,white,no,no,yes,yes,male,no,17,other
544,1982,3722.351231,10,49,white,no,yes,no,yes,male,yes,14,other
545,1982,4244.541538,45,46,blue,yes,no,yes,yes,male,no,12,other
546,1982,3359.331231,17,48,blue,no,no,yes,yes,male,yes,12,other
547,1982,3155.481538,13,48,blue,no,no,yes,yes,male,yes,12,other
548,1982,2326.120462,14,46,white,no,no,yes,yes,male,no,16,afam
549,1982,1150.494154,12,51,blue,no,no,yes,yes,male,no,12,other
550,1982,3672.086923,14,47,blue,no,no,yes,yes,male,yes,14,other
551,1982,1954.723077,9,37,white,no,no,yes,no,female,yes,16,other
552,1982,2429.441538,12,49,white,no,no,no,yes,male,yes,17,other
553,1982,1898.873846,7,40,white,no,yes,no,no,female,no,16,other
554,1982,1412.985538,19,38,white,no,no,yes,no,female,no,14,other
555,1982,4964.996615,33,47,white,yes,no,yes,yes,male,no,15,other
556,1982,4146.805385,9,46,white,yes,no,yes,yes,male,no,16,other
557,1982,2895.782615,22,50,blue,yes,no,no,yes,male,yes,12,other
558,1982,1789.967846,20,48,white,no,yes,yes,no,female,no,12,other
559,1982,2418.271692,41,44,white,yes,yes,yes,yes,male,no,16,other
560,1982,2233.969231,37,49,white,no,no,no,yes,male,no,12,other
561,1982,2848.310769,13,50,blue,no,yes,yes,yes,male,no,12,other
562,1982,4049.069231,8,49,white,no,no,yes,yes,male,no,17,other
563,1982,2792.461538,36,48,white,no,no,yes,yes,male,yes,14,other
564,1982,3568.765846,12,49,white,no,yes,no,yes,male,yes,14,other
565,1982,8726.442308,31,49,white,no,yes,yes,yes,male,no,11,other
566,1982,3909.446154,8,48,white,no,yes,yes,no,male,no,16,other
567,1982,1396.230769,46,51,blue,no,no,no,yes,male,no,10,other
568,1982,3013.066,13,48,blue,yes,no,no,yes,male,yes,14,other
569,1982,3591.105538,25,51,blue,yes,no,yes,yes,male,no,12,other
570,1982,1619.627692,14,48,blue,no,no,yes,no,female,no,12,other
571,1982,2806.423846,14,50,blue,no,no,yes,yes,male,yes,12,other
572,1982,1412.985538,9,50,blue,no,no,yes,yes,male,no,11,other
573,1982,2094.346154,11,51,blue,yes,yes,yes,yes,male,yes,12,other
574,1982,2987.933846,10,48,blue,no,yes,no,yes,male,no,12,other
575,1982,2007.779846,12,49,white,no,no,yes,yes,male,no,14,other
576,1982,2233.969231,8,50,white,no,no,yes,yes,male,no,12,other
577,1982,1954.723077,16,50,blue,no,no,no,yes,male,no,12,other
578,1982,2825.971077,12,45,blue,yes,no,no,yes,male,no,13,other
579,1982,2298.195846,9,51,white,no,yes,yes,no,female,no,16,other
580,1982,3043.783077,11,46,blue,yes,no,yes,yes,male,no,12,other
581,1982,4076.993846,14,38,white,no,no,yes,yes,male,yes,17,other
582,1982,2948.839385,8,51,blue,no,no,yes,no,male,no,12,other
583,1982,3624.615077,13,47,blue,yes,no,no,yes,male,no,12,other
584,1982,2164.157692,11,50,blue,no,no,yes,yes,male,no,12,other
585,1982,3147.104154,11,49,white,no,no,yes,yes,male,no,16,other
586,1982,1116.984615,20,30,blue,yes,yes,no,yes,male,no,10,other
587,1982,3663.709538,18,48,blue,no,no,yes,yes,male,yes,12,afam
588,1982,2513.215385,7,50,white,no,yes,yes,yes,male,no,16,other
589,1982,3630.2,37,46,blue,no,no,yes,yes,male,yes,12,other
590,1982,2689.140462,9,44,blue,yes,no,yes,yes,male,yes,12,other
591,1982,2652.838462,40,46,blue,yes,no,yes,yes,male,yes,8,other
592,1982,3256.010154,12,47,blue,yes,no,yes,yes,male,yes,13,other
593,1982,815.3987692,16,40,blue,no,yes,no,no,male,no,8,afam
594,1982,3211.330769,13,47,blue,yes,no,yes,yes,male,yes,12,other
595,1982,1633.59,7,50,white,no,no,yes,no,female,no,12,other